before_umap_x,before_umap_y,after_umap_x,after_umap_y,true_label
8.296997,7.383256,2.3124442,3.9776266,0
-1.284519,6.397676,0.3273478,-1.6327538,0
11.793961,4.4663653,1.6071049,7.592795,0
3.899568,7.394678,-0.5294908,3.436663,0
5.261252,3.6208243,-0.8913314,5.879863,1
1.3937752,7.1958466,-2.0558248,2.4285998,1
5.682387,6.5969725,0.4482546,4.7036157,0
12.532518,4.6646943,3.5956426,7.986996,0
5.1697035,9.531527,4.2795625,-1.5743182,1
5.235739,9.670993,4.213753,-1.7866952,0
11.375993,5.4055557,3.4155204,7.8221564,0
-2.8969555,4.024938,-3.5586202,0.25671306,1
5.036663,9.1544485,3.0428853,-1.4258348,1
2.7937326,8.125965,1.2995305,1.9180009,0
-1.4245535,6.788008,0.61720777,-2.1577244,1
-0.3726873,6.9811,-0.2895218,-0.66990334,0
5.634763,3.901356,-0.19461389,5.7461205,0
2.0278926,8.813491,3.9452653,-2.262715,1
6.2159166,9.74386,6.32594,-1.9850972,1
-3.5317864,5.56529,-1.0939941,-1.257026,0
13.3130865,9.459784,10.48723,-1.0026481,1
4.717877,6.1466074,-0.6942819,3.075926,0
0.5200045,5.9910374,-2.5524552,0.98436147,0
-0.6540441,7.6753097,1.4860448,-1.8805254,1
-2.734284,4.8584433,-1.7132928,-1.2483381,1
6.8648825,2.9043956,0.66560304,6.804068,0
-3.493047,5.648501,-0.2457064,-1.785808,1
12.6449375,2.6227312,1.6974541,9.168779,1
5.534675,9.084388,4.3416095,-1.1490605,1
3.69471,8.455253,3.8388555,-0.73700297,1
8.198878,8.9597435,6.2791076,-0.88702714,1
8.191168,10.350409,6.907785,-2.4382327,1
6.188297,6.083654,-0.55524105,3.6112006,0
11.852113,8.805377,4.509687,6.0358496,0
4.9403963,5.860997,-0.29023072,3.8629324,1
5.193814,8.932674,4.224942,-1.0356427,0
5.94193,3.5812654,0.16744037,6.5276523,0
11.727621,4.7177825,2.733499,7.344611,0
12.616214,9.634874,10.228925,-1.20165,1
4.522303,8.011814,0.76085806,2.6547627,0
-3.76158,5.702995,0.12814806,-2.1337306,1
0.76659155,5.3466773,-1.9790756,1.6761575,0
-2.296436,4.583499,-3.6027012,0.42329532,0
11.374265,4.431194,1.8806267,7.568827,0
-3.7443523,5.661463,-0.48234475,-1.9810004,0
4.777614,3.6067207,-1.2099932,5.0996842,0
5.997456,8.81922,1.83521,2.2280693,0
0.46292362,7.252543,0.42409438,-1.3970656,0
4.6171002,5.642839,-1.6036198,3.2017646,1
4.4224124,3.8752046,-1.5326753,5.035795,1
3.0499203,6.292375,-0.46238407,1.8054888,0
7.761659,6.224932,1.1960605,5.099343,0
6.9634547,6.459301,1.4152426,5.7927623,1
4.191025,10.247098,2.7349167,-0.9036468,0
9.270352,9.627479,6.4049745,-1.1740654,1
-1.6130756,3.9504178,-3.5264022,3.4848716,1
13.69913,9.37252,10.707511,-0.89211875,1
-2.1209087,4.6443596,-2.8411586,0.58097667,1
-2.7544436,4.7514515,-3.1322248,0.2890315,0
-2.5575457,5.771512,-0.6134991,-1.8045348,1
3.120805,6.7214303,-0.5225493,1.9524074,0
3.8928118,7.619577,0.33670464,1.6346238,0
1.8922149,8.699457,3.3873947,-2.3095865,1
-1.9917667,4.992396,-2.960027,0.53851646,0
12.395041,3.5867891,1.6043211,8.580836,1
-1.4032817,6.7536263,-1.0557985,0.6782697,0
-0.57429427,5.786009,-2.3180947,0.73292446,0
3.8673594,9.154886,4.0563717,-2.0195644,1
12.166673,4.5836368,3.7402985,7.7216663,0
4.6315627,6.0639195,-0.74769074,3.3465085,0
2.966907,4.1827116,-2.252772,4.079895,1
0.56615937,5.7518444,-1.9621646,1.6694453,0
4.892278,7.4785805,-0.12052319,3.3832355,0
5.390319,8.772987,3.9646459,-0.24299419,1
10.761622,10.343082,8.445355,-2.2801363,1
3.0579667,8.084518,1.3999244,2.0408518,0
6.0237994,5.9635487,-0.48632094,4.7729316,0
4.190734,3.9279716,-1.7248825,5.2087235,1
1.5581512,6.5904055,-1.9490035,2.2191756,0
-1.1545243,6.513766,-0.8849864,-0.9136,0
10.8749,6.470746,4.1003656,7.104458,0
-0.2800216,4.51487,-2.9662595,3.2483177,0
1.9675355,4.820659,-3.496369,4.3087735,1
11.685693,9.664701,9.504972,-1.4744738,0
-3.619173,5.685615,-0.723483,-1.483742,0
1.4863087,6.097248,-1.6372327,1.6662214,0
4.916856,7.3108983,-0.91091067,2.7036378,0
2.434266,7.3102436,-0.3563601,1.8409101,0
8.014936,5.499193,0.7309333,6.077896,1
11.670769,4.5717883,2.7074916,7.595995,0
3.9988947,10.249568,2.6259382,-1.1806935,1
9.35545,6.4030733,1.9553553,5.867225,0
3.0731146,4.1447115,-1.9503436,4.682998,0
0.56664884,5.942251,-1.8294302,1.5077101,1
5.256975,3.8227687,-0.8870441,5.5984335,1
10.499297,4.436587,1.8482546,7.340595,1
-2.7288988,3.9259572,-3.2646737,0.4537975,1
1.9707314,4.440592,-2.6811867,3.981205,0
8.194003,7.3575487,2.4043288,4.320878,0
-0.85886836,3.845703,-3.4132507,2.3047388,0
